Country me,Country Code,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Tanzania,TZA,5.043774755,5.002261437,4.853021452,4.631928985,4.405227007,4.226196429,4.123439723,4.119033123,4.187430498,4.257545526,4.322306374,5.210672684,5.417697717,5.47132032,5.529605562,5.576829095,5.612584819,5.610138006,5.604859229,5.582816149,5.564944842,5.527593894
Thailand,THA,1.504403614,1.393766323,1.399137196,1.487382527,1.598565927,1.672631539,1.72274913,1.736889896,2.507521126,4.837999374,4.769937687,4.623576376,4.410495215,4.126947385,3.835259495,3.565536072,3.376479899,3.291678304,3.293624904,3.25316029,3.187484413,3.092249093
Timor-Leste,TLS,5.110870842,4.931451404,4.186753163,3.108600544,1.84972277,0.826714737,0.44797981,0.990980417,2.190669186,3.635808798,4.744823811,5.24008541,4.947607531,4.02857548,4.035197524,4.018409201,3.99810419,3.974403706,3.957938106,7.1634943,4.685088609,4.767557743
Togo,TGO,3.915135339,3.833712247,3.824099565,3.858073068,3.908065609,3.945003596,3.976423133,3.998711287,4.00896741,4.016844202,4.033081949,4.041459531,4.043833895,4.038591237,4.032687937,4.02461981,4.017426591,3.997915315,3.987221742,3.96935702,3.958233159,3.933400683
Tonga,TON,0.262715336,0.257435898,0.293403227,0.360986478,0.441461634,0.498279705,0.545255164,0.600387125,0.632321651,0.672449888,0.698612213,0.732891646,0.744817889,0.752157931,0.763541577,0.837851889,0.864316868,0.811338158,0.743129504,0.660041343,0.594803351,0.615511156
Trinidad and Tobago,TTO,3.022191674,2.963318083,2.86440701,2.761453766,2.650152032,2.560506743,2.518043267,2.539177485,2.097213637,-1.337852018,-1.265820792,-1.209040102,-1.189211058,-1.208195653,-1.222971726,-1.230931194,-1.251928549,-1.230161822,-1.22394907,-1.216478924,-1.094067774,-0.982846561
Tunisia,TUN,3.405571724,2.298914519,3.639305766,2.58284088,2.102774996,2.003969735,1.902711814,1.925577379,1.631548696,1.628398743,1.613346972,1.522874163,1.467890843,1.227815203,1.239052768,1.210706134,1.266452956,1.318772222,1.278069533,1.445572114,1.229732623,1.280526118
Turkey,TUR,2.528320482,2.476653929,2.449355819,2.435019443,2.424770883,2.40912291,2.387981674,2.350920017,2.308171913,2.388139251,2.404703749,2.354163786,2.286925102,2.209376961,2.11602642,2.036622116,2.032725369,2.123998005,2.276490977,2.453462733,2.56726175,2.563034397
Turkmenistan,TKM,2.673208159,2.603324894,2.372182769,2.3674382,2.383549505,2.08188313,1.852291083,1.715602557,1.650818193,1.598821419,1.544453771,1.519254053,1.527085875,1.582042104,1.651592298,1.718857256,1.781567721,1.831239343,1.865244076,1.902798487,1.93602289,1.954487847
Turks and Caicos Islands,TCA,7.600442635,7.595893439,7.042060071,6.236507973,5.291567214,4.627375267,4.613370837,5.364007639,6.510676944,7.662449514,8.170647911,8.107067252,7.329391105,6.175898464,5.016594108,4.122350387,3.458947859,3.096847949,2.943043114,2.827616553,2.655114292,2.484122186
Tuvalu,TUV,2.313293538,1.428595725,1.383495844,1.339970421,1.322252369,1.280984284,1.312198239,1.318596925,1.370680073,1.443158708,1.512273488,2.346797983,2.698490775,2.586079153,2.419638241,2.322891789,2.212089808,2.107357679,2.063863125,2.003927706,1.946708916,1.909534683
Uganda,UGA,3.976645112,3.918539788,3.860068584,3.798486569,3.74163521,3.691325303,3.69449295,3.742995185,3.832476507,3.919360585,3.996343985,5.202684045,5.519604964,5.504847469,5.501939727,5.493031134,5.476657086,5.453272602,5.432370637,5.39937274,5.380128414,5.367109806
Ukraine,UKR,0.346021226,0.113822506,-0.439194768,-0.732085241,-0.82918799,-0.852927484,-0.837065749,-0.8847759,-0.948495874,-0.948916481,-0.844941059,-0.597642827,-0.506821486,-0.447682342,-0.412388075,-0.335262943,-0.280603973,-0.185209556,-0.129041421,-0.083242206,0.037066835,0.064319044
United Arab Emirates,ARE,5.198478471,5.065360046,4.871848244,4.690098428,5.101911407,5.602770075,5.756874242,5.898913858,6.126394859,5.874291838,5.840406718,7.103079913,9.707355938,12.45659552,14.77328005,15.48048304,14.24035135,11.45236368,8.183112324,5.130813433,2.828693131,1.322024137
United Kingdom,GBR,0.347213793,0.316469262,0.332530132,0.341153614,0.331173754,0.332766255,0.367838511,0.408505665,0.433615661,0.512040255,0.798501015,0.834359753,0.933797334,1.045133677,1.089795475,1.127189955,1.131869196,1.095105268,1.117771085,1.110769713,1.018443384,0.984308745
United States,USA,1.908632997,1.831182276,1.73098223,1.686466663,1.652782978,1.681975267,1.637627657,1.612956772,1.512011391,1.213380422,1.148418847,1.078360384,1.143885301,1.135884591,1.17796816,1.163067761,1.156185671,1.085290294,1.04171963,0.971627084,0.969153321,0.945553449
Uruguay,URY,1.086515008,1.084562711,1.073618257,1.050672824,1.040900781,1.047754556,0.975494077,0.840492981,0.669837964,0.474746591,0.307730015,0.215286244,0.222613325,0.304061953,0.413685273,0.502379874,0.5645303,0.579607713,0.563273775,0.540733739,0.530279753,0.519327223
Uzbekistan,UZB,1.476918944,1.399956183,1.088079854,0.874711655,0.971748581,1.234490351,1.252022245,0.721816113,1.023712744,0.861727938,0.817943395,0.756128363,0.747283323,0.755193408,0.810388064,1.083411473,1.338511149,1.494335425,2.701348437,2.634267264,1.496982661,1.65858929
Vanuatu,VUT,4.414966863,4.391427576,4.203601339,3.901438477,3.575893797,3.30943921,3.208744559,3.2741683,3.38001066,3.541797056,3.713227727,3.826063142,3.841953943,3.794950097,3.73987239,3.702968323,3.666989595,3.635442807,3.602604185,3.565376754,3.518008121,3.478995318
"Venezuela, RB",VEN,2.740726512,2.663671398,2.597853461,2.535786052,2.476665174,2.414462124,2.360857226,2.310806548,2.268241718,2.222967339,1.976121245,1.836211537,1.799130976,1.759235125,1.722244928,1.683810814,1.645409051,1.605628392,1.565271051,1.524672597,1.485429987,1.451382245
Vietm,VNM,3.581951721,3.602702824,3.546047722,3.399521898,3.35137941,3.294297491,3.269660961,3.369005072,3.652895299,3.550256252,3.435575252,3.414001482,3.436813685,3.383103272,3.309940649,3.267956732,3.228763599,3.198930825,3.157538157,3.135893007,3.112665307,3.068276621
Virgin Islands (U.S.),VIR,1.508094482,1.431132531,1.277369652,1.022583903,0.785575674,0.743098364,0.643328589,0.509502962,0.427417073,0.011929497,0.074527129,0.117143693,0.100158179,0.136687818,0.058382028,-0.052443315,-0.11289589,-0.167598082,-0.228544273,-0.279932242,-0.317739721,-0.3569105
West Bank and Gaza,PSE,5.218389174,5.204209766,5.193220596,5.180983552,5.171898951,5.157281482,3.027526883,2.86660208,2.864154373,2.860488897,2.859597566,2.85584077,2.854995904,2.851372244,2.849069367,2.848243499,3.17184352,3.18316501,3.191760679,3.293333779,3.30303155,3.283185924
"Yemen, Rep.",YEM,7.834284954,7.759037241,7.362849133,6.512674501,5.694074668,5.217664241,4.898892236,4.772672624,4.77687617,4.791804103,4.783741787,4.773106756,4.761451041,4.738106305,4.721159058,4.702271169,4.670977951,4.612842604,4.5434385,4.469232108,4.393404624,4.317346151
Zambia,ZMB,1.320135698,1.266294724,1.273955172,1.322259074,1.389514813,1.444675313,1.454771018,1.412068876,1.339351667,3.021428272,3.702828004,3.69329252,3.741716166,3.818268902,3.905082562,3.97432093,4.031297032,4.067887597,4.093330452,4.114778816,4.144510683,4.165617397
Zimbabwe,ZWE,4.883640281,3.561683067,3.206706382,3.040837835,2.903993415,2.765598086,2.611493684,2.428381924,2.237783091,2.0416759,1.898560197,0.342789872,0.192576106,0.363995472,0.558408281,0.744674369,0.93169013,1.113585297,1.279630381,1.449080968,1.600765308,1.708154712
